timestamp,agent.name,rule.description,rule.level,rule.id
"May 7, 2025 @ 22:13:58.836","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:10:10.055","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:10:01.967","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:10:01.930","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:09:20.115","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 22:09:20.074","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 22:08:32.194","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:06:45.780","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 22:06:17.839","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:06:17.839","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:06:17.826","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 22:04:46.310","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 21:54:10.057","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:54:01.973","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:54:01.932","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:43:59.321","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:38:10.070","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:38:01.990","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:38:01.949","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:22:10.067","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:22:01.984","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:22:01.943","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:13:58.800","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:09:12.673","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 21:09:12.630","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 21:06:45.769","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 21:06:10.065","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:06:01.983","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:06:01.940","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 21:04:46.769","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 20:50:10.063","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:50:01.979","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:50:01.938","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:49:38.048","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:46:42.607","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 20:46:42.576","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:46:41.998","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:46:41.970","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:46:41.928","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:46:39.076","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 20:46:38.999","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:43:58.781","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:34:10.060","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:34:01.963","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:34:01.922","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:18:10.043","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:18:01.975","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:18:01.936","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:13:58.777","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:09:04.962","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:09:04.899","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:06:45.776","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 20:04:46.651","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 20:02:10.042","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:02:01.985","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 20:02:01.936","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:46:10.054","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:46:01.971","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:46:01.930","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:43:58.070","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:39:13.291","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 19:38:44.255","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:38:44.240","WIN-3KH74N2U82B","A scheduled task was created","4","60228"
"May 7, 2025 @ 19:38:43.196","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:30:10.037","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:30:01.969","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:30:01.927","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:19:41.388","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 19:19:15.786","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:19:11.783","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:19:11.721","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:14:10.049","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:14:01.926","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:14:01.925","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:13:58.799","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 19:08:57.567","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:06:45.752","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:04:46.460","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 19:02:39.249","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 19:02:39.218","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:02:38.094","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:02:38.064","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:02:38.023","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 19:02:27.937","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 19:02:27.890","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 18:58:10.047","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:58:01.948","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:58:01.907","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:43:58.936","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:42:10.045","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:42:01.965","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:42:01.920","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:26:10.027","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:26:01.960","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:26:01.919","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:17:00.635","WIN-3KH74N2U82B","Service startup type was changed","3","61104"
"May 7, 2025 @ 18:15:10.744","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:14:58.181","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:14:48.133","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 18:14:47.363","WIN-3KH74N2U82B","Service startup type was changed","3","61104"
"May 7, 2025 @ 18:13:58.713","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:10:10.009","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:10:01.929","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:10:01.900","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 18:08:48.304","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 18:08:48.246","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 18:06:45.760","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 18:04:46.758","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 17:56:01.554","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:54:10.038","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:54:01.945","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:54:01.899","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:43:58.708","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:38:10.051","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:38:01.968","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:38:01.927","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:32:06.207","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:31:06.207","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:23:47.457","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:22:10.019","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:22:01.951","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:22:01.910","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:16:05.658","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 17:15:38.049","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:15:33.440","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:14:27.938","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:14:04.457","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:13:57.111","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:13:54.112","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:12:27.359","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 17:12:27.312","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:12:27.016","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:12:26.993","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:12:21.720","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 17:12:21.681","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:09:24.688","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 17:08:54.799","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 17:08:54.549","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:08:54.312","WIN-3KH74N2U82B","License activation (slui.exe) failed.","5","60646"
"May 7, 2025 @ 17:08:39.940","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:08:38.828","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:06:45.737","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:06:30.853","WIN-3KH74N2U82B","Registry Value Entry Deleted.","5","751"
"May 7, 2025 @ 17:06:27.975","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:27.437","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:27.421","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:27.405","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:27.392","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:27.392","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:27.392","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:27.373","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:27.351","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:24.139","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:24.109","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:14.836","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:14.676","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:14.655","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 17:06:14.636","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 17:06:10.016","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:06:01.909","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:06:01.907","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 17:04:46.779","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 17:04:15.389","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 17:04:15.342","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 17:03:57.751","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:57:10.015","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:57:01.936","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:57:01.891","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:43:58.685","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:41:10.028","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:41:01.929","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:41:01.888","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:25:10.010","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:25:01.942","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:25:01.901","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:13:58.633","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:09:10.008","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:09:01.928","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:09:01.899","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 16:08:26.413","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 16:08:26.369","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 16:06:45.727","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 16:04:46.459","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 15:53:10.005","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:53:01.937","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:53:01.896","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:43:58.629","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:37:10.003","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:37:01.935","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:37:01.894","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:29:21.640","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 15:29:21.595","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:29:20.875","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:29:20.828","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:29:20.808","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:29:18.251","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 15:29:18.203","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:21:10.015","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:21:01.920","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:21:01.891","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:13:58.593","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:09:12.719","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:09:12.713","WIN-3KH74N2U82B","The database engine attached a database.","3","60798"
"May 7, 2025 @ 15:09:12.297","WIN-3KH74N2U82B","The database engine has completed recovery steps.","3","60809"
"May 7, 2025 @ 15:09:11.913","WIN-3KH74N2U82B","The database engine is replaying log file C:\Winnt\system32\wins\j50.log.","3","60808"
"May 7, 2025 @ 15:09:11.807","WIN-3KH74N2U82B","The database engine is initiating recovery steps.","3","60807"
"May 7, 2025 @ 15:09:11.780","WIN-3KH74N2U82B","The database engine is starting a new instance.","3","60805"
"May 7, 2025 @ 15:08:20.419","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:08:20.361","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:06:45.718","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 15:05:09.997","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:05:01.902","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:05:01.873","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 15:04:46.356","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 14:49:09.996","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:49:01.915","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:49:01.876","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:43:58.572","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:33:09.992","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:33:01.910","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:33:01.868","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:17:10.006","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:17:01.922","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:17:01.881","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:13:58.614","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:08:13.596","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 14:08:13.554","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 14:06:45.708","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 14:04:46.411","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 14:01:09.972","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:01:01.881","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 14:01:01.879","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 13:49:18.078","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 13:49:18.047","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 13:49:17.406","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 13:49:17.359","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 13:49:17.333","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 13:49:14.780","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 13:49:14.734","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 13:45:09.985","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 13:45:01.905","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
